GRUPO ECONÔMICO,VARIÁVEL,SERVIÇO,data,valor
algar,indicador de desempenho no atendimento (ida),SMP,2015-01,73.2142857142857
claro,indicador de desempenho no atendimento (ida),SMP,2015-01,87.0872268435561
oi,indicador de desempenho no atendimento (ida),SMP,2015-01,95.6498389270456
sercomtel,indicador de desempenho no atendimento (ida),SMP,2015-01,100.0
tim,indicador de desempenho no atendimento (ida),SMP,2015-01,94.1432491551401
vivo,indicador de desempenho no atendimento (ida),SMP,2015-01,94.5353887908071
algar,índice de reclamações,SMP,2015-01,0.0801510110477536
claro,índice de reclamações,SMP,2015-01,0.25204919739253
oi,índice de reclamações,SMP,2015-01,0.287003221459088
sercomtel,índice de reclamações,SMP,2015-01,0.0375523385718846
tim,índice de reclamações,SMP,2015-01,0.317135016897197
vivo,índice de reclamações,SMP,2015-01,0.309292224183858
algar,quantidade de acessos em serviço,SMP,2015-01,1222692.0
claro,quantidade de acessos em serviço,SMP,2015-01,71089296.0
oi,quantidade de acessos em serviço,SMP,2015-01,50633578.0
sercomtel,quantidade de acessos em serviço,SMP,2015-01,53259.0
tim,quantidade de acessos em serviço,SMP,2015-01,75683853.0
vivo,quantidade de acessos em serviço,SMP,2015-01,80238034.0
algar,quantidade de reabertas,SMP,2015-01,26.0
claro,quantidade de reabertas,SMP,2015-01,1459.0
oi,quantidade de reabertas,SMP,2015-01,1161.0
sercomtel,quantidade de reabertas,SMP,2015-01,0.0
tim,quantidade de reabertas,SMP,2015-01,1547.0
vivo,quantidade de reabertas,SMP,2015-01,1573.0
algar,quantidade de reclamações,SMP,2015-01,98.0
claro,quantidade de reclamações,SMP,2015-01,17918.0
oi,quantidade de reclamações,SMP,2015-01,14532.0
sercomtel,quantidade de reclamações,SMP,2015-01,2.0
tim,quantidade de reclamações,SMP,2015-01,24002.0
vivo,quantidade de reclamações,SMP,2015-01,24817.0
algar,quantidade de reclamações no período,SMP,2015-01,355.0
claro,quantidade de reclamações no período,SMP,2015-01,59913.0
oi,quantidade de reclamações no período,SMP,2015-01,52602.0
sercomtel,quantidade de reclamações no período,SMP,2015-01,8.0
tim,quantidade de reclamações no período,SMP,2015-01,84347.0
vivo,quantidade de reclamações no período,SMP,2015-01,76416.0
algar,quantidade de resolvidas,SMP,2015-01,98.0
claro,quantidade de resolvidas,SMP,2015-01,17875.0
oi,quantidade de resolvidas,SMP,2015-01,14516.0
sercomtel,quantidade de resolvidas,SMP,2015-01,2.0
tim,quantidade de resolvidas,SMP,2015-01,23702.0
vivo,quantidade de resolvidas,SMP,2015-01,24660.0
algar,quantidade de sol. resolvidas em até 5 dias,SMP,2015-01,68.0
claro,quantidade de sol. resolvidas em até 5 dias,SMP,2015-01,15118.0
oi,quantidade de sol. resolvidas em até 5 dias,SMP,2015-01,12369.0
sercomtel,quantidade de sol. resolvidas em até 5 dias,SMP,2015-01,2.0
tim,quantidade de sol. resolvidas em até 5 dias,SMP,2015-01,20735.0
vivo,quantidade de sol. resolvidas em até 5 dias,SMP,2015-01,21794.0
algar,quantidade de sol. resolvidas no período,SMP,2015-01,355.0
claro,quantidade de sol. resolvidas no período,SMP,2015-01,59902.0
oi,quantidade de sol. resolvidas no período,SMP,2015-01,52455.0
sercomtel,quantidade de sol. resolvidas no período,SMP,2015-01,8.0
tim,quantidade de sol. resolvidas no período,SMP,2015-01,84057.0
vivo,quantidade de sol. resolvidas no período,SMP,2015-01,76359.0
algar,taxa de reabertas,SMP,2015-01,26.530612244898
claro,taxa de reabertas,SMP,2015-01,8.16223776223776
oi,taxa de reabertas,SMP,2015-01,7.99807109396528
sercomtel,taxa de reabertas,SMP,2015-01,0.0
tim,taxa de reabertas,SMP,2015-01,6.52687536916716
vivo,taxa de reabertas,SMP,2015-01,6.37875101378751
algar,taxa de resolvidas em 5 dias úteis,SMP,2015-01,69.3877551020408
claro,taxa de resolvidas em 5 dias úteis,SMP,2015-01,84.3732559437437
oi,taxa de resolvidas em 5 dias úteis,SMP,2015-01,85.1156069364162
sercomtel,taxa de resolvidas em 5 dias úteis,SMP,2015-01,100.0
tim,taxa de resolvidas em 5 dias úteis,SMP,2015-01,86.3886342804766
vivo,taxa de resolvidas em 5 dias úteis,SMP,2015-01,87.8188338638836
algar,taxa de resolvidas no período,SMP,2015-01,100.0
claro,taxa de resolvidas no período,SMP,2015-01,99.982
oi,taxa de resolvidas no período,SMP,2015-01,99.721
sercomtel,taxa de resolvidas no período,SMP,2015-01,100.0
tim,taxa de resolvidas no período,SMP,2015-01,99.656
vivo,taxa de resolvidas no período,SMP,2015-01,99.925
algar,indicador de desempenho no atendimento (ida),SMP,2015-02,93.9123376623377
claro,indicador de desempenho no atendimento (ida),SMP,2015-02,92.9887794348588
oi,indicador de desempenho no atendimento (ida),SMP,2015-02,93.3752041457804
sercomtel,indicador de desempenho no atendimento (ida),SMP,2015-02,100.0
tim,indicador de desempenho no atendimento (ida),SMP,2015-02,91.026405896345
vivo,indicador de desempenho no atendimento (ida),SMP,2015-02,89.7723155193264
algar,índice de reclamações,SMP,2015-02,0.124426547130999
claro,índice de reclamações,SMP,2015-02,0.340224411302823
oi,índice de reclamações,SMP,2015-02,0.332495917084392
sercomtel,índice de reclamações,SMP,2015-02,0.0746867823067013
tim,índice de reclamações,SMP,2015-02,0.3794718820731
vivo,índice de reclamações,SMP,2015-02,0.351002460623414
algar,quantidade de acessos em serviço,SMP,2015-02,1237678.0
claro,quantidade de acessos em serviço,SMP,2015-02,71779094.0
oi,quantidade de acessos em serviço,SMP,2015-02,50352498.0
sercomtel,quantidade de acessos em serviço,SMP,2015-02,53557.0
tim,quantidade de acessos em serviço,SMP,2015-02,75673591.0
vivo,quantidade de acessos em serviço,SMP,2015-02,80694591.0
algar,quantidade de reabertas,SMP,2015-02,15.0
claro,quantidade de reabertas,SMP,2015-02,1613.0
oi,quantidade de reabertas,SMP,2015-02,1324.0
sercomtel,quantidade de reabertas,SMP,2015-02,0.0
tim,quantidade de reabertas,SMP,2015-02,1856.0
vivo,quantidade de reabertas,SMP,2015-02,1672.0
algar,quantidade de reclamações,SMP,2015-02,154.0
claro,quantidade de reclamações,SMP,2015-02,24421.0
oi,quantidade de reclamações,SMP,2015-02,16742.0
sercomtel,quantidade de reclamações,SMP,2015-02,4.0
tim,quantidade de reclamações,SMP,2015-02,28716.0
vivo,quantidade de reclamações,SMP,2015-02,28324.0
algar,quantidade de reclamações no período,SMP,2015-02,329.0
claro,quantidade de reclamações no período,SMP,2015-02,53812.0
oi,quantidade de reclamações no período,SMP,2015-02,48059.0
sercomtel,quantidade de reclamações no período,SMP,2015-02,4.0
tim,quantidade de reclamações no período,SMP,2015-02,76357.0
vivo,quantidade de reclamações no período,SMP,2015-02,75143.0
algar,quantidade de resolvidas,SMP,2015-02,154.0
claro,quantidade de resolvidas,SMP,2015-02,24319.0
oi,quantidade de resolvidas,SMP,2015-02,16715.0
sercomtel,quantidade de resolvidas,SMP,2015-02,4.0
tim,quantidade de resolvidas,SMP,2015-02,28476.0
vivo,quantidade de resolvidas,SMP,2015-02,25591.0
algar,quantidade de sol. resolvidas em até 5 dias,SMP,2015-02,132.0
claro,quantidade de sol. resolvidas em até 5 dias,SMP,2015-02,20834.0
oi,quantidade de sol. resolvidas em até 5 dias,SMP,2015-02,14249.0
sercomtel,quantidade de sol. resolvidas em até 5 dias,SMP,2015-02,4.0
tim,quantidade de sol. resolvidas em até 5 dias,SMP,2015-02,24872.0
