GRUPO ECONÔMICO,VARIÁVEL,SERVIÇO,data,valor
algar,indicador de desempenho no atendimento (ida),SMP,2016-01,100.0
claro,indicador de desempenho no atendimento (ida),SMP,2016-01,82.008
oi,indicador de desempenho no atendimento (ida),SMP,2016-01,73.19358
sercomtel,indicador de desempenho no atendimento (ida),SMP,2016-01,43.75
tim,indicador de desempenho no atendimento (ida),SMP,2016-01,78.56394
vivo,indicador de desempenho no atendimento (ida),SMP,2016-01,81.71317
algar,índice de reclamações,SMP,2016-01,0.10262
claro,índice de reclamações,SMP,2016-01,0.55984
oi,índice de reclamações,SMP,2016-01,0.499097
sercomtel,índice de reclamações,SMP,2016-01,0.183332
tim,índice de reclamações,SMP,2016-01,0.628721
vivo,índice de reclamações,SMP,2016-01,0.565737
algar,quantidade de acessos em serviço,SMP,2016-01,1305794.0
claro,quantidade de acessos em serviço,SMP,2016-01,65036448.0
oi,quantidade de acessos em serviço,SMP,2016-01,47778310.0
sercomtel,quantidade de acessos em serviço,SMP,2016-01,65455.0
tim,quantidade de acessos em serviço,SMP,2016-01,66904053.0
vivo,quantidade de acessos em serviço,SMP,2016-01,73267319.0
algar,quantidade de reabertas,SMP,2016-01,9.0
claro,quantidade de reabertas,SMP,2016-01,2813.0
oi,quantidade de reabertas,SMP,2016-01,2393.0
sercomtel,quantidade de reabertas,SMP,2016-01,5.0
tim,quantidade de reabertas,SMP,2016-01,3290.0
vivo,quantidade de reabertas,SMP,2016-01,2972.0
algar,quantidade de reclamações,SMP,2016-01,134.0
claro,quantidade de reclamações,SMP,2016-01,36410.0
oi,quantidade de reclamações,SMP,2016-01,23846.0
sercomtel,quantidade de reclamações,SMP,2016-01,12.0
tim,quantidade de reclamações,SMP,2016-01,42064.0
vivo,quantidade de reclamações,SMP,2016-01,41450.0
algar,quantidade de reclamações no período,SMP,2016-01,461.0
claro,quantidade de reclamações no período,SMP,2016-01,114783.0
oi,quantidade de reclamações no período,SMP,2016-01,70762.0
sercomtel,quantidade de reclamações no período,SMP,2016-01,67.0
tim,quantidade de reclamações no período,SMP,2016-01,130003.0
vivo,quantidade de reclamações no período,SMP,2016-01,123299.0
algar,quantidade de respondidas,SMP,2016-01,134.0
claro,quantidade de respondidas,SMP,2016-01,36188.0
oi,quantidade de respondidas,SMP,2016-01,23785.0
sercomtel,quantidade de respondidas,SMP,2016-01,10.0
tim,quantidade de respondidas,SMP,2016-01,42055.0
vivo,quantidade de respondidas,SMP,2016-01,41426.0
algar,quantidade de sol. respondidas em até 5 dias,SMP,2016-01,118.0
claro,quantidade de sol. respondidas em até 5 dias,SMP,2016-01,31375.0
oi,quantidade de sol. respondidas em até 5 dias,SMP,2016-01,19866.0
sercomtel,quantidade de sol. respondidas em até 5 dias,SMP,2016-01,3.0
tim,quantidade de sol. respondidas em até 5 dias,SMP,2016-01,36091.0
vivo,quantidade de sol. respondidas em até 5 dias,SMP,2016-01,35929.0
algar,quantidade de sol. respondidas no período,SMP,2016-01,461.0
claro,quantidade de sol. respondidas no período,SMP,2016-01,114611.0
oi,quantidade de sol. respondidas no período,SMP,2016-01,70597.0
sercomtel,quantidade de sol. respondidas no período,SMP,2016-01,67.0
tim,quantidade de sol. respondidas no período,SMP,2016-01,129487.0
vivo,quantidade de sol. respondidas no período,SMP,2016-01,123188.0
algar,taxa de reabertas,SMP,2016-01,6.716418
claro,taxa de reabertas,SMP,2016-01,7.773295
oi,taxa de reabertas,SMP,2016-01,10.06096
sercomtel,taxa de reabertas,SMP,2016-01,50.0
tim,taxa de reabertas,SMP,2016-01,7.823089
vivo,taxa de reabertas,SMP,2016-01,7.174238
algar,taxa de respondidas em 5 dias úteis,SMP,2016-01,88.0597
claro,taxa de respondidas em 5 dias úteis,SMP,2016-01,86.17138
oi,taxa de respondidas em 5 dias úteis,SMP,2016-01,83.30957
sercomtel,taxa de respondidas em 5 dias úteis,SMP,2016-01,25.0
tim,taxa de respondidas em 5 dias úteis,SMP,2016-01,85.80021
vivo,taxa de respondidas em 5 dias úteis,SMP,2016-01,86.68034
algar,taxa de respondidas no período,SMP,2016-01,100.0
claro,taxa de respondidas no período,SMP,2016-01,99.85
oi,taxa de respondidas no período,SMP,2016-01,99.767
sercomtel,taxa de respondidas no período,SMP,2016-01,100.0
tim,taxa de respondidas no período,SMP,2016-01,99.603
vivo,taxa de respondidas no período,SMP,2016-01,99.91
algar,indicador de desempenho no atendimento (ida),SMP,2016-02,100.0
claro,indicador de desempenho no atendimento (ida),SMP,2016-02,84.4402791735864
oi,indicador de desempenho no atendimento (ida),SMP,2016-02,77.9338299053761
sercomtel,indicador de desempenho no atendimento (ida),SMP,2016-02,56.9444444444445
tim,indicador de desempenho no atendimento (ida),SMP,2016-02,80.8792860249777
vivo,indicador de desempenho no atendimento (ida),SMP,2016-02,82.1581324707498
algar,índice de reclamações,SMP,2016-02,0.100730678978194
claro,índice de reclamações,SMP,2016-02,0.511194416528271
oi,índice de reclamações,SMP,2016-02,0.428320043281105
sercomtel,índice de reclamações,SMP,2016-02,0.0454098236585181
tim,índice de reclamações,SMP,2016-02,0.582414279500446
vivo,índice de reclamações,SMP,2016-02,0.556837350585003
algar,quantidade de acessos em serviço,SMP,2016-02,1310425.0
claro,quantidade de acessos em serviço,SMP,2016-02,65434987.0
oi,quantidade de acessos em serviço,SMP,2016-02,47784362.0
sercomtel,quantidade de acessos em serviço,SMP,2016-02,66065.0
tim,quantidade de acessos em serviço,SMP,2016-02,67319778.0
vivo,quantidade de acessos em serviço,SMP,2016-02,73258376.0
algar,quantidade de reabertas,SMP,2016-02,10.0
claro,quantidade de reabertas,SMP,2016-02,2477.0
oi,quantidade de reabertas,SMP,2016-02,1679.0
sercomtel,quantidade de reabertas,SMP,2016-02,1.0
tim,quantidade de reabertas,SMP,2016-02,2929.0
vivo,quantidade de reabertas,SMP,2016-02,2721.0
algar,quantidade de reclamações,SMP,2016-02,132.0
claro,quantidade de reclamações,SMP,2016-02,33450.0
oi,quantidade de reclamações,SMP,2016-02,20467.0
sercomtel,quantidade de reclamações,SMP,2016-02,3.0
tim,quantidade de reclamações,SMP,2016-02,39208.0
vivo,quantidade de reclamações,SMP,2016-02,40793.0
algar,quantidade de reclamações no período,SMP,2016-02,424.0
claro,quantidade de reclamações no período,SMP,2016-02,110780.0
oi,quantidade de reclamações no período,SMP,2016-02,72184.0
sercomtel,quantidade de reclamações no período,SMP,2016-02,71.0
tim,quantidade de reclamações no período,SMP,2016-02,133357.0
vivo,quantidade de reclamações no período,SMP,2016-02,123584.0
algar,quantidade de respondidas,SMP,2016-02,132.0
claro,quantidade de respondidas,SMP,2016-02,33409.0
oi,quantidade de respondidas,SMP,2016-02,20401.0
sercomtel,quantidade de respondidas,SMP,2016-02,3.0
tim,quantidade de respondidas,SMP,2016-02,38933.0
vivo,quantidade de respondidas,SMP,2016-02,40767.0
algar,quantidade de sol. respondidas em até 5 dias,SMP,2016-02,117.0
claro,quantidade de sol. respondidas em até 5 dias,SMP,2016-02,28982.0
oi,quantidade de sol. respondidas em até 5 dias,SMP,2016-02,17086.0
sercomtel,quantidade de sol. respondidas em até 5 dias,SMP,2016-02,1.0
tim,quantidade de sol. respondidas em até 5 dias,SMP,2016-02,33613.0
vivo,quantidade de sol. respondidas em até 5 dias,SMP,2016-02,35801.0
algar,quantidade de sol. respondidas no período,SMP,2016-02,424.0
claro,quantidade de sol. respondidas no período,SMP,2016-02,110582.0
oi,quantidade de sol. respondidas no período,SMP,2016-02,71973.0
sercomtel,quantidade de sol. respondidas no período,SMP,2016-02,71.0
tim,quantidade de sol. respondidas no período,SMP,2016-02,132735.0
vivo,quantidade de sol. respondidas no período,SMP,2016-02,123514.0
algar,taxa de reabertas,SMP,2016-02,7.57575757575758
claro,taxa de reabertas,SMP,2016-02,7.41416983447574
oi,taxa de reabertas,SMP,2016-02,8.22998872604284
sercomtel,taxa de reabertas,SMP,2016-02,33.3333333333333
tim,taxa de reabertas,SMP,2016-02,7.52318084915111
vivo,taxa de reabertas,SMP,2016-02,6.67451615277062
algar,taxa de respondidas em 5 dias úteis,SMP,2016-02,88.6363636363636
claro,taxa de respondidas em 5 dias úteis,SMP,2016-02,86.6427503736921
oi,taxa de respondidas em 5 dias úteis,SMP,2016-02,83.4807250696243
sercomtel,taxa de respondidas em 5 dias úteis,SMP,2016-02,33.3333333333333
tim,taxa de respondidas em 5 dias úteis,SMP,2016-02,85.7299530708019
vivo,taxa de respondidas em 5 dias úteis,SMP,2016-02,87.7626063295173
algar,taxa de respondidas no período,SMP,2016-02,100.0
claro,taxa de respondidas no período,SMP,2016-02,99.821
oi,taxa de respondidas no período,SMP,2016-02,99.708
sercomtel,taxa de respondidas no período,SMP,2016-02,100.0
tim,taxa de respondidas no período,SMP,2016-02,99.534
vivo,taxa de respondidas no período,SMP,2016-02,99.943
algar,indicador de desempenho no atendimento (ida),SMP,2016-03,100.0
claro,indicador de desempenho no atendimento (ida),SMP,2016-03,79.2052249246971
oi,indicador de desempenho no atendimento (ida),SMP,2016-03,83.6044418005953
sercomtel,indicador de desempenho no atendimento (ida),SMP,2016-03,57.1428571428571
tim,indicador de desempenho no atendimento (ida),SMP,2016-03,78.1614632356733
vivo,indicador de desempenho no atendimento (ida),SMP,2016-03,79.4352589857165
algar,índice de reclamações,SMP,2016-03,0.119558198189417
