GRUPO ECONÔMICO,VARIÁVEL,SERVIÇO,data,valor
algar,indicador de desempenho no atendimento (ida),SEAC,2019-01,78.41931714998515
claro,indicador de desempenho no atendimento (ida),SEAC,2019-01,0.0
net,indicador de desempenho no atendimento (ida),SEAC,2019-01,76.71887257190693
oi,indicador de desempenho no atendimento (ida),SEAC,2019-01,83.23744555117457
sky,indicador de desempenho no atendimento (ida),SEAC,2019-01,81.7333724790625
vivo,indicador de desempenho no atendimento (ida),SEAC,2019-01,74.49958630726064
algar,índice de reclamações,SEAC,2019-01,1.6061794997547818
claro,índice de reclamações,SEAC,2019-01,5.8928213571664925
net,índice de reclamações,SEAC,2019-01,2.1632732828260495
oi,índice de reclamações,SEAC,2019-01,1.739566039173653
sky,índice de reclamações,SEAC,2019-01,1.8373307888609383
vivo,índice de reclamações,SEAC,2019-01,2.3075268900280586
algar,quantidade de acessos em serviço,SEAC,2019-01,81560.0
claro,quantidade de acessos em serviço,SEAC,2019-01,1501997.0
net,quantidade de acessos em serviço,SEAC,2019-01,7010210.0
oi,quantidade de acessos em serviço,SEAC,2019-01,1600974.0
sky,quantidade de acessos em serviço,SEAC,2019-01,5279942.0
vivo,quantidade de acessos em serviço,SEAC,2019-01,1553178.0
algar,quantidade de reabertas,SEAC,2019-01,5.0
claro,quantidade de reabertas,SEAC,2019-01,65.0
net,quantidade de reabertas,SEAC,2019-01,1151.0
oi,quantidade de reabertas,SEAC,2019-01,218.0
sky,quantidade de reabertas,SEAC,2019-01,710.0
vivo,quantidade de reabertas,SEAC,2019-01,186.0
algar,quantidade de reclamações,SEAC,2019-01,131.0
claro,quantidade de reclamações,SEAC,2019-01,8851.0
net,quantidade de reclamações,SEAC,2019-01,15165.0
oi,quantidade de reclamações,SEAC,2019-01,2785.0
sky,quantidade de reclamações,SEAC,2019-01,9701.0
vivo,quantidade de reclamações,SEAC,2019-01,3584.0
algar,quantidade de reclamações no período,SEAC,2019-01,303.0
claro,quantidade de reclamações no período,SEAC,2019-01,16908.0
net,quantidade de reclamações no período,SEAC,2019-01,34562.0
oi,quantidade de reclamações no período,SEAC,2019-01,7296.0
sky,quantidade de reclamações no período,SEAC,2019-01,27166.0
vivo,quantidade de reclamações no período,SEAC,2019-01,8349.0
algar,quantidade de respondidas,SEAC,2019-01,131.0
claro,quantidade de respondidas,SEAC,2019-01,2688.0
net,quantidade de respondidas,SEAC,2019-01,14648.0
oi,quantidade de respondidas,SEAC,2019-01,2783.0
sky,quantidade de respondidas,SEAC,2019-01,9696.0
vivo,quantidade de respondidas,SEAC,2019-01,3582.0
algar,quantidade de sol. respondidas em até 5 dias,SEAC,2019-01,104.0
claro,quantidade de sol. respondidas em até 5 dias,SEAC,2019-01,2572.0
net,quantidade de sol. respondidas em até 5 dias,SEAC,2019-01,12995.0
oi,quantidade de sol. respondidas em até 5 dias,SEAC,2019-01,2374.0
sky,quantidade de sol. respondidas em até 5 dias,SEAC,2019-01,8332.0
vivo,quantidade de sol. respondidas em até 5 dias,SEAC,2019-01,3070.0
algar,quantidade de sol. respondidas no período,SEAC,2019-01,303.0
claro,quantidade de sol. respondidas no período,SEAC,2019-01,12149.0
net,quantidade de sol. respondidas no período,SEAC,2019-01,34537.0
oi,quantidade de sol. respondidas no período,SEAC,2019-01,7295.0
sky,quantidade de sol. respondidas no período,SEAC,2019-01,27082.0
vivo,quantidade de sol. respondidas no período,SEAC,2019-01,8338.0
algar,taxa de reabertas,SEAC,2019-01,3.816793893129771
claro,taxa de reabertas,SEAC,2019-01,2.418154761904762
net,taxa de reabertas,SEAC,2019-01,7.857728017476788
oi,taxa de reabertas,SEAC,2019-01,7.833273445921667
sky,taxa de reabertas,SEAC,2019-01,7.322607260726073
vivo,taxa de reabertas,SEAC,2019-01,5.192629815745393
algar,taxa de respondidas em 5 dias úteis,SEAC,2019-01,79.38931297709924
claro,taxa de respondidas em 5 dias úteis,SEAC,2019-01,29.05886340526494
net,taxa de respondidas em 5 dias úteis,SEAC,2019-01,85.69073524563139
oi,taxa de respondidas em 5 dias úteis,SEAC,2019-01,85.2423698384201
