GRUPO ECONÔMICO,VARIÁVEL,SERVIÇO,data,valor
algar,indicador de desempenho no atendimento (ida),SCM,2015-10,89.4230111117846
gvt,indicador de desempenho no atendimento (ida),SCM,2015-10,76.0259088241672
net,indicador de desempenho no atendimento (ida),SCM,2015-10,83.4258146203448
oi,indicador de desempenho no atendimento (ida),SCM,2015-10,0.0
sercomtel,indicador de desempenho no atendimento (ida),SCM,2015-10,83.2176996608079
sky,indicador de desempenho no atendimento (ida),SCM,2015-10,13.5394671023312
tim,indicador de desempenho no atendimento (ida),SCM,2015-10,0.0
viacabo,indicador de desempenho no atendimento (ida),SCM,2015-10,68.205590017681
vivo,indicador de desempenho no atendimento (ida),SCM,2015-10,30.6586270566856
algar,índice de reclamações,SCM,2015-10,0.600031228391069
gvt,índice de reclamações,SCM,2015-10,1.35896364703331
net,índice de reclamações,SCM,2015-10,0.847246720823034
oi,índice de reclamações,SCM,2015-10,4.24495374441558
sercomtel,índice de reclamações,SCM,2015-10,0.300957942728344
sky,índice de reclamações,SCM,2015-10,3.62369280911942
tim,índice de reclamações,SCM,2015-10,5.86864033863815
viacabo,índice de reclamações,SCM,2015-10,0.717389026366062
vivo,índice de reclamações,SCM,2015-10,2.61854831442065
algar,quantidade de acessos em serviço,SCM,2015-10,448310.0
gvt,quantidade de acessos em serviço,SCM,2015-10,3264988.0
net,quantidade de acessos em serviço,SCM,2015-10,8068488.0
oi,quantidade de acessos em serviço,SCM,2015-10,6397714.0
sercomtel,quantidade de acessos em serviço,SCM,2015-10,156168.0
sky,quantidade de acessos em serviço,SCM,2015-10,244226.0
tim,quantidade de acessos em serviço,SCM,2015-10,232933.0
viacabo,quantidade de acessos em serviço,SCM,2015-10,124061.0
vivo,quantidade de acessos em serviço,SCM,2015-10,4105710.0
algar,quantidade de reabertas,SCM,2015-10,15.0
gvt,quantidade de reabertas,SCM,2015-10,211.0
net,quantidade de reabertas,SCM,2015-10,506.0
oi,quantidade de reabertas,SCM,2015-10,2766.0
sercomtel,quantidade de reabertas,SCM,2015-10,4.0
sky,quantidade de reabertas,SCM,2015-10,83.0
tim,quantidade de reabertas,SCM,2015-10,192.0
viacabo,quantidade de reabertas,SCM,2015-10,22.0
vivo,quantidade de reabertas,SCM,2015-10,1013.0
algar,quantidade de reclamações,SCM,2015-10,269.0
gvt,quantidade de reclamações,SCM,2015-10,4437.0
net,quantidade de reclamações,SCM,2015-10,6836.0
oi,quantidade de reclamações,SCM,2015-10,27158.0
sercomtel,quantidade de reclamações,SCM,2015-10,47.0
sky,quantidade de reclamações,SCM,2015-10,885.0
tim,quantidade de reclamações,SCM,2015-10,1367.0
viacabo,quantidade de reclamações,SCM,2015-10,89.0
vivo,quantidade de reclamações,SCM,2015-10,10751.0
algar,quantidade de reclamações no período,SCM,2015-10,734.0
gvt,quantidade de reclamações no período,SCM,2015-10,12004.0
net,quantidade de reclamações no período,SCM,2015-10,20861.0
oi,quantidade de reclamações no período,SCM,2015-10,97362.0
sercomtel,quantidade de reclamações no período,SCM,2015-10,146.0
sky,quantidade de reclamações no período,SCM,2015-10,2740.0
tim,quantidade de reclamações no período,SCM,2015-10,2656.0
viacabo,quantidade de reclamações no período,SCM,2015-10,270.0
vivo,quantidade de reclamações no período,SCM,2015-10,34136.0
algar,quantidade de resolvidas,SCM,2015-10,269.0
