GRUPO ECONÔMICO,VARIÁVEL,SERVIÇO,data,valor
algar,indicador de desempenho no atendimento (ida),SEAC,2016-01,99.49218
claro,indicador de desempenho no atendimento (ida),SEAC,2016-01,63.34056
net,indicador de desempenho no atendimento (ida),SEAC,2016-01,81.13296
oi,indicador de desempenho no atendimento (ida),SEAC,2016-01,45.44534
sky,indicador de desempenho no atendimento (ida),SEAC,2016-01,42.07784
vivo,indicador de desempenho no atendimento (ida),SEAC,2016-01,86.74449
algar,índice de reclamações,SEAC,2016-01,0.683008
claro,índice de reclamações,SEAC,2016-01,3.032864
net,índice de reclamações,SEAC,2016-01,1.876358
oi,índice de reclamações,SEAC,2016-01,4.196053
sky,índice de reclamações,SEAC,2016-01,4.023939
vivo,índice de reclamações,SEAC,2016-01,1.511608
algar,quantidade de acessos em serviço,SEAC,2016-01,105416.0
claro,quantidade de acessos em serviço,SEAC,2016-01,2692175.0
net,quantidade de acessos em serviço,SEAC,2016-01,7183065.0
oi,quantidade de acessos em serviço,SEAC,2016-01,1176582.0
sky,quantidade de acessos em serviço,SEAC,2016-01,5412359.0
vivo,quantidade de acessos em serviço,SEAC,2016-01,777318.0
algar,quantidade de reabertas,SEAC,2016-01,0.0
claro,quantidade de reabertas,SEAC,2016-01,452.0
net,quantidade de reabertas,SEAC,2016-01,1026.0
oi,quantidade de reabertas,SEAC,2016-01,390.0
sky,quantidade de reabertas,SEAC,2016-01,2095.0
vivo,quantidade de reabertas,SEAC,2016-01,93.0
algar,quantidade de reclamações,SEAC,2016-01,72.0
claro,quantidade de reclamações,SEAC,2016-01,8165.0
net,quantidade de reclamações,SEAC,2016-01,13478.0
oi,quantidade de reclamações,SEAC,2016-01,4937.0
sky,quantidade de reclamações,SEAC,2016-01,21779.0
vivo,quantidade de reclamações,SEAC,2016-01,1175.0
algar,quantidade de reclamações no período,SEAC,2016-01,149.0
claro,quantidade de reclamações no período,SEAC,2016-01,18715.0
net,quantidade de reclamações no período,SEAC,2016-01,33571.0
oi,quantidade de reclamações no período,SEAC,2016-01,14117.0
sky,quantidade de reclamações no período,SEAC,2016-01,63046.0
vivo,quantidade de reclamações no período,SEAC,2016-01,4091.0
algar,quantidade de respondidas,SEAC,2016-01,72.0
claro,quantidade de respondidas,SEAC,2016-01,8119.0
net,quantidade de respondidas,SEAC,2016-01,13471.0
oi,quantidade de respondidas,SEAC,2016-01,4919.0
sky,quantidade de respondidas,SEAC,2016-01,21767.0
vivo,quantidade de respondidas,SEAC,2016-01,1173.0
algar,quantidade de sol. respondidas em até 5 dias,SEAC,2016-01,66.0
claro,quantidade de sol. respondidas em até 5 dias,SEAC,2016-01,7306.0
net,quantidade de sol. respondidas em até 5 dias,SEAC,2016-01,11503.0
oi,quantidade de sol. respondidas em até 5 dias,SEAC,2016-01,4228.0
sky,quantidade de sol. respondidas em até 5 dias,SEAC,2016-01,18673.0
vivo,quantidade de sol. respondidas em até 5 dias,SEAC,2016-01,1013.0
algar,quantidade de sol. respondidas no período,SEAC,2016-01,149.0
claro,quantidade de sol. respondidas no período,SEAC,2016-01,18706.0
net,quantidade de sol. respondidas no período,SEAC,2016-01,33404.0
oi,quantidade de sol. respondidas no período,SEAC,2016-01,14052.0
sky,quantidade de sol. respondidas no período,SEAC,2016-01,63034.0
vivo,quantidade de sol. respondidas no período,SEAC,2016-01,4090.0
algar,taxa de reabertas,SEAC,2016-01,0.0
claro,taxa de reabertas,SEAC,2016-01,5.567188
net,taxa de reabertas,SEAC,2016-01,7.616361
oi,taxa de reabertas,SEAC,2016-01,7.928441
sky,taxa de reabertas,SEAC,2016-01,9.624661
vivo,taxa de reabertas,SEAC,2016-01,7.928389
algar,taxa de respondidas em 5 dias úteis,SEAC,2016-01,91.66667
claro,taxa de respondidas em 5 dias úteis,SEAC,2016-01,89.47949
net,taxa de respondidas em 5 dias úteis,SEAC,2016-01,85.34649
oi,taxa de respondidas em 5 dias úteis,SEAC,2016-01,85.63905
sky,taxa de respondidas em 5 dias úteis,SEAC,2016-01,85.73856
vivo,taxa de respondidas em 5 dias úteis,SEAC,2016-01,86.21277
algar,taxa de respondidas no período,SEAC,2016-01,100.0
claro,taxa de respondidas no período,SEAC,2016-01,99.952
net,taxa de respondidas no período,SEAC,2016-01,99.503
oi,taxa de respondidas no período,SEAC,2016-01,99.54
sky,taxa de respondidas no período,SEAC,2016-01,99.981
vivo,taxa de respondidas no período,SEAC,2016-01,99.976
algar,indicador de desempenho no atendimento (ida),SEAC,2016-02,91.1603479291121
claro,indicador de desempenho no atendimento (ida),SEAC,2016-02,62.7007196566381
net,indicador de desempenho no atendimento (ida),SEAC,2016-02,71.1244448689854
oi,indicador de desempenho no atendimento (ida),SEAC,2016-02,41.1113203402065
sky,indicador de desempenho no atendimento (ida),SEAC,2016-02,39.367989263842
vivo,indicador de desempenho no atendimento (ida),SEAC,2016-02,87.9722351138537
algar,índice de reclamações,SEAC,2016-02,0.773188495718827
claro,índice de reclamações,SEAC,2016-02,3.07445322231853
net,índice de reclamações,SEAC,2016-02,1.84515238052277
oi,índice de reclamações,SEAC,2016-02,4.47776417788658
sky,índice de reclamações,SEAC,2016-02,4.17146697209716
vivo,índice de reclamações,SEAC,2016-02,1.43180471759951
algar,quantidade de acessos em serviço,SEAC,2016-02,104761.0
claro,quantidade de acessos em serviço,SEAC,2016-02,2654781.0
net,quantidade de acessos em serviço,SEAC,2016-02,7204825.0
oi,quantidade de acessos em serviço,SEAC,2016-02,1176480.0
sky,quantidade de acessos em serviço,SEAC,2016-02,5365978.0
vivo,quantidade de acessos em serviço,SEAC,2016-02,761277.0
algar,quantidade de reabertas,SEAC,2016-02,9.0
claro,quantidade de reabertas,SEAC,2016-02,521.0
net,quantidade de reabertas,SEAC,2016-02,1131.0
oi,quantidade de reabertas,SEAC,2016-02,327.0
sky,quantidade de reabertas,SEAC,2016-02,2311.0
vivo,quantidade de reabertas,SEAC,2016-02,62.0
algar,quantidade de reclamações,SEAC,2016-02,81.0
claro,quantidade de reclamações,SEAC,2016-02,8162.0
net,quantidade de reclamações,SEAC,2016-02,13294.0
oi,quantidade de reclamações,SEAC,2016-02,5268.0
sky,quantidade de reclamações,SEAC,2016-02,22384.0
vivo,quantidade de reclamações,SEAC,2016-02,1090.0
algar,quantidade de reclamações no período,SEAC,2016-02,183.0
claro,quantidade de reclamações no período,SEAC,2016-02,20870.0
net,quantidade de reclamações no período,SEAC,2016-02,35888.0
oi,quantidade de reclamações no período,SEAC,2016-02,14214.0
sky,quantidade de reclamações no período,SEAC,2016-02,62385.0
vivo,quantidade de reclamações no período,SEAC,2016-02,3691.0
algar,quantidade de respondidas,SEAC,2016-02,81.0
claro,quantidade de respondidas,SEAC,2016-02,8157.0
net,quantidade de respondidas,SEAC,2016-02,13285.0
oi,quantidade de respondidas,SEAC,2016-02,5227.0
sky,quantidade de respondidas,SEAC,2016-02,22374.0
vivo,quantidade de respondidas,SEAC,2016-02,1090.0
algar,quantidade de sol. respondidas em até 5 dias,SEAC,2016-02,70.0
claro,quantidade de sol. respondidas em até 5 dias,SEAC,2016-02,7374.0
net,quantidade de sol. respondidas em até 5 dias,SEAC,2016-02,11233.0
oi,quantidade de sol. respondidas em até 5 dias,SEAC,2016-02,4546.0
sky,quantidade de sol. respondidas em até 5 dias,SEAC,2016-02,19112.0
vivo,quantidade de sol. respondidas em até 5 dias,SEAC,2016-02,943.0
algar,quantidade de sol. respondidas no período,SEAC,2016-02,183.0
claro,quantidade de sol. respondidas no período,SEAC,2016-02,20870.0
net,quantidade de sol. respondidas no período,SEAC,2016-02,35759.0
oi,quantidade de sol. respondidas no período,SEAC,2016-02,14172.0
sky,quantidade de sol. respondidas no período,SEAC,2016-02,62365.0
vivo,quantidade de sol. respondidas no período,SEAC,2016-02,3671.0
algar,taxa de reabertas,SEAC,2016-02,11.1111111111111
claro,taxa de reabertas,SEAC,2016-02,6.38715213926689
net,taxa de reabertas,SEAC,2016-02,8.51336093338352
